;out_id;tx_index;n;type;spent;value;addr
0;0;2550502119100203;0;0;False;761084464;1HeXKmczG6MdYi6jfs3RYSyBayRBETcFh1
1;1;2550502119100203;1;0;False;0;
2;2;2550502119100203;2;0;False;0;
3;3;4625162177552666;0;0;False;1092;bc1phhvqk9mra3kvzfx90ryu60uny8m9rpsn2y3mjg0zqckw57cznumsjmx9fr
4;4;4625162177552666;1;0;False;0;
5;5;944252477644004;0;0;False;756280;bc1qj30egmuvzreewz7z6vx424sa9vm3ljmnrdex6u
6;6;944252477644004;1;0;False;43696;1MtUVtg5gd9o4u5v5ZEMNRGdkXmTWVJxpG
7;7;944252477644004;2;0;False;13446;12k2Cw8HqrR46pwQ5bMRM1bib1xhTmy2vm
8;8;944252477644004;3;0;False;11209;bc1qkp8l9nk7q6m5mvu05kkax493rqp8kgxe0hngxx
9;9;944252477644004;4;0;False;11037;19U7DuyrFBp7aizYnEP1CZ8Ub6MFCyytz5
10;10;944252477644004;5;0;False;11037;1CK3GFbHYuqaKPqdb6Qb72dWpsH24viYB6
11;11;944252477644004;6;0;False;10338;3F98xK2gvVVopz7cG1vTCe5uuabRNfwu9R
12;12;944252477644004;7;0;False;10118;1EcRxhKuRottAZdKohoeiHkd2fQJja9tJs
13;13;6026810733955871;0;0;False;501806;184iLVBExH2dvSpisfvStXacU6U96gGZuv
14;14;6026810733955871;1;0;False;501597;1JqhBoBfofvxKxLxbSiekZifUfLsP9B1Li
15;15;6026810733955871;2;0;False;501199;bc1qkevdwfkk3muqajt58r05jumaq4wezcr2m6e7he
16;16;6026810733955871;3;0;False;484591;bc1qv8ec8uyz40npq0jlzn62p6v35kw5rdvmkyp8ge
17;17;6026810733955871;4;0;False;481659;bc1q494r0rcz4zjxn2xlzjg7lf89a7lcahd9062g0s
18;18;6026810733955871;5;0;False;471908;1JvpSk5bUfPfCmryjoJU3zGUav8pFoJRK
19;19;6026810733955871;6;0;False;471872;1CGyDBngVrksfRm4Kp3VKxMoVuA4pi5dLe
20;20;6026810733955871;7;0;False;470253;bc1qhd8nf7a0lz2r8mafnccyqy4qmrhqm78txk0qfc
21;21;6026810733955871;8;0;False;425191;bc1q5hryapkuwspsjyurekrul488236yc2uugax045
22;22;6026810733955871;9;0;False;425008;1J3YLrnVpSmzSJHYhPJAyiDBbFB9LUNztN
23;23;6026810733955871;10;0;False;398887;1BR9UWLdxj4mt5uNed79Uf8AEhV3TMcCnE
24;24;6026810733955871;11;0;False;396011;bc1q9xm0q7v099758yu9u6qjvl2d78s0t34w92erc3
25;25;6026810733955871;12;0;False;380068;bc1q4cy25rrdusehpjwc644ep94lt5md9a9lxau74e
26;26;6026810733955871;13;0;False;378870;34JfNwXKy9AaqzLUfacaUa1GVsE2SytdKC
27;27;6026810733955871;14;0;False;377868;1LMxKGSqCKra4P9ze9eunGHGrnaCHfdGTf
28;28;6026810733955871;15;0;False;371302;bc1qqhzj7kzcaxskv5vxnnftzks4klwlgcxhs55dc9
29;29;6026810733955871;16;0;False;367771;3JtGe3NBqtRDRoTFKBd3oC6pULxwBf9kMg
30;30;6026810733955871;17;0;False;365566;32fXz7MpHcFnYrfgZpe5kc6wwNPiPsiT1C
31;31;6026810733955871;18;0;False;346732;bc1qh2g42vclpp9e6yy32r8larj9khysdwq4np5mgm
32;32;6026810733955871;19;0;False;343837;bc1qms86mtavk404r6ahhpl5zgc4tfuyjvnfvlsmes
33;33;6026810733955871;20;0;False;343543;bc1qssqts9vjnvh7h9u0ctwhqag9earzx0eh7a5cet
34;34;6026810733955871;21;0;False;335012;3GgvXNzs7qj9q3e3ASAG7XBLmodb45G3Vv
35;35;6026810733955871;22;0;False;334545;bc1qkjag7v0xtu74sp50mz0a0c39wn3g5ncyuezjm6
36;36;6026810733955871;23;0;False;332251;35mVhF3BYPttnay6UNmbXkYpWDRMS3SxpT
37;37;6026810733955871;24;0;False;327937;bc1q94crz0q4dl4xmnl609ukvq3lrt5kyulepu8vew
38;38;6026810733955871;25;0;False;323414;3QpNsnamCopc4fTWEE9gWUyNYV7GxiGH8n
39;39;6026810733955871;26;0;False;472698928;bc1ql4lgmwseh2tmnwx8rxac5c2dathfdzap3ejgt2
40;40;6026810733955871;27;0;False;318738;18ryCBeB3YAeYvGHYfXGfskWQfTT9aUX6q
41;41;6026810733955871;28;0;False;312546;bc1qpu3wqxdeaadhmj6lvqm86cfg530hqtqwx08c4n
42;42;6026810733955871;29;0;False;305970;1BsYx575Dc67y1t1XEpiiHLgj2bE3yFvsZ
43;43;6026810733955871;30;0;False;301508;bc1q8m8464eshw2ucdexk0q2nl8f005axqklpj97fd
44;44;6026810733955871;31;0;False;299394;bc1pw6s5jqt4m5s8t0wg86xtfphmu624lcfjnarm6398ne8txv27qw3q59ajne
45;45;6026810733955871;32;0;False;287870;bc1qwn857sskhku63n85kpum35cur2zz67mphsxuv0
46;46;6026810733955871;33;0;False;287049;13TTQvnYuKT3JHMDk4BTWptirsYxtjigFx
47;47;6026810733955871;34;0;False;281463;1J7Ec4SC7kHEXDD9zswBDUQ7fHc4RwtypA
48;48;6026810733955871;35;0;False;265002;bc1qr6pauy5hq07dlfcc6rcpr35u8tkl7qrk3j89fj
49;49;6026810733955871;36;0;False;253965;39Xad3HVZekZcQd8KtEL5HoyNr3b2WbECu
50;50;6026810733955871;37;0;False;251706;bc1qwxpdgvcgdnejdz5ht2csxr0f0gd2vg6zy6f759
51;51;6026810733955871;38;0;False;251705;bc1qa49pqxq0pqf35cec3tw0lwxrdtsfha0tn568sz
52;52;6026810733955871;39;0;False;235723;bc1qt97xn5qq9rmx8ldluap9vxmv7w8hcm59d8mrtn
53;53;6026810733955871;40;0;False;232611;bc1q4gj80ke5u0vjs5dqw7ew84q3a4hnj9xsl2epr3
54;54;6026810733955871;41;0;False;212116;bc1qj8w4g33x2f2mn9z5wxfy9nf73h8cwwav8ma7uv
55;55;6026810733955871;42;0;False;211628;bc1qlp2ncdajtlz77havq0efrczc8a9wuqxff488m0
56;56;6026810733955871;43;0;False;209208;3ER3vCXubFZFhu8yjrjF1TTQYr69RqZXvM
57;57;6026810733955871;44;0;False;199089;1Put7N6nWFuMhb4nYKqCn84GKdb1BDDGwS
58;58;6026810733955871;45;0;False;197870;3MX7yDhLxyWMfgaGxk4JrMDcwFKP8cMYBv
59;59;6026810733955871;46;0;False;193824;bc1q3huuvtw03pnn6d3ecp6ujfanfugcyr243uxjgf
60;60;6026810733955871;47;0;False;193641;bc1qcqurn7lxr4tghd5zhn0vz4d075z2qnkawhk8y4
61;61;6026810733955871;48;0;False;192849;36Z4yJxS4yegwqmPeKzib7AARUDSJcf5Mm
62;62;6026810733955871;49;0;False;192632;1NAPo9Cu7id52ovb9KbiCui1GXiZUAvGqe
63;63;6026810733955871;50;0;False;191204;bc1qd86z3d9lzz7mspn3ach0kq249vwvsrpdff40ch
64;64;3188892917292006;0;0;False;525108;bc1qxhfn5gptnqx0p33rxsw62pgfkz5qtul08z974k
65;65;3188892917292006;1;0;False;524171;bc1q90vlwqpflrlp9gajnlu7aa5905cr9uqha8ryxg
66;66;3188892917292006;2;0;False;522153;bc1qkxxksx46jpl98pkmvhkpz2kduzj8fdxm5jrkj2
67;67;3188892917292006;3;0;False;520952;bc1qr683qt3az4c7vhxyzlyrdscjsygdt2ggtzwvg9
68;68;3188892917292006;4;0;False;520143;3Mc6SNEzWLjbtjieXCL2tGJsSyrhzvwb5R
69;69;3188892917292006;5;0;False;519998;bc1qgxvt5smy0vfd0kwyvelkdyf5k9cclrm78pzhs3
70;70;3188892917292006;6;0;False;518943;bc1qrr7ggl98tth0caju5xpyj4m2plv0m0k55t7ea9
71;71;3188892917292006;7;0;False;518494;bc1qprqmjq55fcfem97mt7gpufq5a84un7qdu0aaws
72;72;3188892917292006;8;0;False;517597;3N2QT9WY8nXKfVqKzGZMP7AkWBT7wM8eZM
73;73;3188892917292006;9;0;False;517569;bc1q7hhk6cvmnmyqy8l0q8d239vrn3ftt30r004lej
74;74;3188892917292006;10;0;False;517345;1MCZ4ehQaTTJ6kxxPPsnG7kKfAaq4fKcM2
75;75;3188892917292006;11;0;False;515776;bc1qn3x0vkwre3tkm7s0c7rqvg78ymjfhwgvk6ypf9
76;76;3188892917292006;12;0;False;515732;bc1qe9mzlefjl2erh3emce4cdq27t3ckfgu3ssarhx
77;77;3188892917292006;13;0;False;515651;bc1qtm297ltvqgpnnlt6jd7m8pzjexh2r03960fape
78;78;3188892917292006;14;0;False;515563;bc1qpl6v4c9a49qmyrjwwncege44ty2f09lk8wa07m
79;79;3188892917292006;15;0;False;515270;bc1q7td85yevxnvew664z5tsvnhsdhs8xwnjlt78ag
80;80;3188892917292006;16;0;False;514997;bc1qklv4t6w7qafeh63llg9xvptalg2dmp6s7f5hn6
81;81;3188892917292006;17;0;False;514382;bc1q4t7m5drr64ma3ptux9k37ye93ja76ejgvdm066
82;82;3188892917292006;18;0;False;514357;bc1q368znnjxn3epp0ue2vglv5hjehm8rx4y8f9q2x
83;83;3188892917292006;19;0;False;514348;bc1q8at0kqywqftfzerdys4zj6hh0hvpz97a47rmldy3q4pqcn42gr6q8ugx4v
84;84;3188892917292006;20;0;False;513402;bc1qykyzyrtduma0ajdal9wur8kr0gpd8em0mkcepk
85;85;3188892917292006;21;0;False;513175;bc1prefl8fm6wdqqvjpfqdjufmjtjakvq0mlj8lktdx6dctl6ha9n7eqrwnkt7
86;86;3188892917292006;22;0;False;512077;1mAHDU6wPaDw8XH6YboeWbisDFCL2BobA
87;87;3188892917292006;23;0;False;511700;1FszF7PxRg1iZhbygCPDXRFBbeYWHi2Zr4
88;88;3188892917292006;24;0;False;511596;bc1qeuf2wv4syutsu86272hw7ujan9wwhvdfkk5uvg
89;89;3188892917292006;25;0;False;510697;3Bxk7VqHYt1KdBdv2bgR2jnSCzdWNLixBT
90;90;3188892917292006;26;0;False;510088;3NKsgvDMSYhNzzbz75K2wdFrxnxEbufYKg
91;91;3188892917292006;27;0;False;510024;1PXAnwT5Zj2duiFgLcb7VzsKnPupUpMVm4
92;92;3188892917292006;28;0;False;510021;3JSTiWkECVmXdGDc5WTWFTBBJy8LEMpQFn
93;93;3188892917292006;29;0;False;509980;1Pejcjsh5fzj8B4pj1sCumbf779rnUqPc3
94;94;3188892917292006;30;0;False;509931;bc1qv9xlrypkfxzx8twxh225esvwu75973grnf5v06
95;95;3188892917292006;31;0;False;509438;bc1qaw2zx3fjxtfph7mdre57353h59x6qldhagcnfd
96;96;3188892917292006;32;0;False;509252;1QHbVg9FECQXW2zcBPciTWj5TMNEtnPiei
97;97;3188892917292006;33;0;False;507272;1NRBu87cbHh7f8x8LS2ygGanYervvHqqzH
98;98;3188892917292006;34;0;False;507272;1LhALw9UPobGzUrBzc2izasARAywHrVAxv
99;99;3188892917292006;35;0;False;506931;bc1qzpzqeky6wvgqydqu7w0ctuh0p87hz8et2tpqpu
100;100;3188892917292006;36;0;False;506333;3CRPrqroXmdR83q4fBJNS1NR7LB9qYcMFW
101;101;3188892917292006;37;0;False;506244;bc1qdh6zfm9803eq82dmaj2fh75u6yrxkn4v5hc8hf
102;102;3188892917292006;38;0;False;506238;bc1qqknj45g3mpetgjlca0ppqrhjftlx6flpjmfdhq
103;103;3188892917292006;39;0;False;506027;bc1quujyvumskdp5agt6c26c8f02yqwrfa4ctgdkpu
104;104;3188892917292006;40;0;False;506027;1ff52RwtxfnQp25zcpgqUj5xUEs4tKUiA
105;105;3188892917292006;41;0;False;505814;1J9uDTdcCJYrwSd6ogzFm6qBWBJ8AowViB
106;106;3188892917292006;42;0;False;505125;bc1q5aer7g0lll0rhx3apkt8p35nuzhgkzc9mptln5
107;107;3188892917292006;43;0;False;503557;19VspmX3YqMgRLu9U7DpJoq2PPQAu4RU8x
108;108;3188892917292006;44;0;False;503430;bc1qxlhgx95jrekc5kkxgup2d892a3d4ey5et7s0xy
109;109;3188892917292006;45;0;False;503098;bc1qk0ye2rqd42rfdkearcyqq8pyfhxlkvzusy8qjl
110;110;3188892917292006;46;0;False;502759;bc1q6m8ch5xwm8x7u6cy0uay00zy3nrt66twhwalac
111;111;3188892917292006;47;0;False;502483;bc1q23fufasww50yuay7uz5zssxu4a9uu93tfxn302
112;112;3188892917292006;48;0;False;502224;3DAcuAS1Z3W1uVpb9WHGVwTyjY2rmbgJ8a
113;113;3188892917292006;49;0;False;502171;3CFS6H1S4M6F6jDAx1ir3Pvt2Cc8t3imgQ
114;114;3188892917292006;50;0;False;237259281;bc1qgyhadszpq0jzgt2let9qavxa0fy5g0wchl6l33
115;115;3236652078709826;0;0;False;190704;1Pxg89uzEDdtDvErZAcKBVYMn3P3NKQ1D5
116;116;3236652078709826;1;0;False;183945;35exHeTbDHtq2u7fd5uSbPowXZQMix2BLx
117;117;3236652078709826;2;0;False;183243;39jkDz99EuTJHQe5r495hPU5sWAsg8zgNk
118;118;3236652078709826;3;0;False;182266;bc1q6r4m8rshpqcj9um66heldkqw9uvc6acg7v8mgd
119;119;3236652078709826;4;0;False;179408;bc1qgdxeurq49e7sh376t78tmh0xkpgtta7nf8er4c
120;120;3236652078709826;5;0;False;173087;31hEn22qfRov2pf2hvgSiCNWCx5FZZNjpP
121;121;3236652078709826;6;0;False;170673;bc1qz3dg0yjhqs39n3dta869cq3n6q90c6vn32gwdr
122;122;3236652078709826;7;0;False;168553;1ExF6JzKP7V6UHhZAk96hokuKgda9v7gP7
123;123;3236652078709826;8;0;False;167231;bc1qs9p7705cpvr8z209rv9dv04mu2357m9yv83max
124;124;3236652078709826;9;0;False;159834;3KQa2rGh8aL9Vd62bk2tU7MGfiJTo8SB3U
125;125;3236652078709826;10;0;False;159741;bc1qszyar2z6mvkjhnaqty4lpvg0c06nf6zynzuafc
126;126;3236652078709826;11;0;False;159555;3GAuthZnMuk7vyBwWkH3RKiaM3P16SQG4G
127;127;3236652078709826;12;0;False;156337;bc1qwca4pp3zs9zg5dts9whftl3k8tafjhrj5w6a4p
128;128;3236652078709826;13;0;False;155012;bc1qjzslmnl2wapx5rg82px9cn5zxp9td2lm324p7v
129;129;3236652078709826;14;0;False;152879;1HQocwUrqAyoPm7VP65Shg5zGihSCaerLj
130;130;3236652078709826;15;0;False;139817;bc1q8fuqmgc2ywu5k4d5v3je5qapy0e0zxzn8hvjffxl8j6f05lph57qd4vyyu
131;131;3236652078709826;16;0;False;135036;bc1q80q3979fra40mfghrenp8aljrz7jdsdgmadlv49j65mjnu72v5lsq8rl25
132;132;3236652078709826;17;0;False;133912;bc1q3m382hlvqyg8z5pt0jhmf7036xuyuen5j93v23l37vkpzrydq8eqswyvuv
133;133;3236652078709826;18;0;False;129207;1EwMLjzU6xuccf8VJDLhAxVrK2iWkMKmSE
134;134;3236652078709826;19;0;False;128926;1BG7FpmLgjRMKRGnqsFk32ixKaJRKY4brM
135;135;3236652078709826;20;0;False;124580;bc1q0l2xrf5u6tclghnrn74hy8awdr0328muqv4gmy
136;136;3236652078709826;21;0;False;122974;bc1q83dua30vtagzatwpyhd5v4z2m5rujmd4702sln
137;137;3236652078709826;22;0;False;120463;bc1qx44uplrp24la0j96tcw43xmg0wtkxkq3jseml2
138;138;3236652078709826;23;0;False;119588;bc1q50r2xggkqe3flgjldlh038w9flwe6xjcscrf9v
139;139;3236652078709826;24;0;False;118476;1PguaCTFQ8qNz6e6soWDcH9buVYCuufwz6
140;140;3236652078709826;25;0;False;118213;1EXVUnsjthbu4uavULrArvYZiShLxwwBQB
141;141;3236652078709826;26;0;False;115898;1K3jqKQ3AMzRm4ZDnM6ts3ogYDgAtbc3As
142;142;3236652078709826;27;0;False;115600;1FPq7NJYLqPuuHWr22DzaHCmQpCSF4XT7Z
143;143;3236652078709826;28;0;False;114197;3KDpn4KgzUDpjDA5LKjM2rd1bpL8r2pgwe
144;144;3236652078709826;29;0;False;112191;3JmtEc8ofrw6TWTPiMHEg17S4qgKuBrbKa
145;145;3236652078709826;30;0;False;110708;bc1qwc7vlc3aacx0nczmr0h7c8pdalkacxv7z76ywm
146;146;3236652078709826;31;0;False;107847;3AC1AQcN1ydy2Y8ePzBmXXXuJMCbU9tFZk
147;147;3236652078709826;32;0;False;106665;19W3AqZk1FemmHb94iyhHJYadbb3VR9scx
148;148;3236652078709826;33;0;False;104006;3J44YZUzeCbew5gTmSMpRdER7vYychMpNv
149;149;3236652078709826;34;0;False;101225;1JgmkRXwSdBE1JbTinz8GUsgcjoWFE8Bzg
150;150;3236652078709826;35;0;False;101215;bc1qzn93vvrurfmu0x96gmhsvv5wv6mjmfsdl208zf
151;151;3236652078709826;36;0;False;100470;bc1qq2lwmu9k6zecledpmwweyse5cytl28lu6glrfd
152;152;3236652078709826;37;0;False;100204;1A77fThnoijUgpP2yaE6C1sCq7G59suvs
153;153;3236652078709826;38;0;False;100204;bc1qhxk7cxk9xpd3xx9gpjz30uaagevfrcata2yzyf
154;154;3236652078709826;39;0;False;100199;32PLNbqCs7kQccTWDeYBuyWCuuENHW3Nc1
155;155;3236652078709826;40;0;False;98591;1PG8b85t6kp6tU7xMkrE4XcZHFdyjuPf3P
156;156;3236652078709826;41;0;True;7738479;bc1qwr6h2y0ktku8kfsm7wu2mx0x8h5d35turl9ktp
157;157;3236652078709826;42;0;False;98529;1NXqXQ1pcciWSG3iki3jNcYbCzgeUbLt6R
158;158;3236652078709826;43;0;False;98175;bc1qz5sjq0u7t8ajdmt2unvs376rqxfsdf0zaymj6x
159;159;3236652078709826;44;0;False;96891;1Kn5L62Msw3EH6puj3ietXVVX39Df9gSQJ
160;160;3236652078709826;45;0;False;96189;3ED2KvGrvWscHhUBqbeNAZwQaSZVZTRau9
161;161;3236652078709826;46;0;False;95523;bc1qsag854kfwy56fnf0epxp0lltymtfhhkh4w66c2
162;162;3236652078709826;47;0;False;95298;1EMLwt7GgnGcC3XA6sP7qWpEiLXrDchU6u
163;163;3236652078709826;48;0;False;94770;3LcUJZ1G7tEbbZSJZ7s59ckV4sqz29ef79
164;164;3236652078709826;49;0;False;94267;bc1qlk6m9c70tl5eq2fg3plxyhy02gu948vfcledph7sv0fcl4aypx6szat9ta
165;165;3236652078709826;50;0;False;94206;bc1qusc3682rgcqa9y9uu569q3hrj70dyp5smymnk3
166;166;7222372395294160;0;0;False;93562;bc1qpuk45p56awz4crhztdhvag2220krsxwphgar6w
167;167;7222372395294160;1;0;False;93459;1Qun9R3A2ETZaKvn4sSP5zpWtgCCYbL4M
168;168;7222372395294160;2;0;False;92923;3MHTjUbmdFVYVAeTzEiVs3NMTR1XPLwuN1
169;169;7222372395294160;3;0;False;91732;3JNDDEecDHHXvM5tx4kSvjbFjZSXRBfjX3
170;170;7222372395294160;4;0;False;91725;1cWUjK8VVve7W4ovzLJP6KQeGXLf3jNTb
171;171;7222372395294160;5;0;False;4745687;bc1q3uwqv35cm7ysruy9r35akredrt0y9v42m6mjhz
172;172;7222372395294160;6;0;False;91692;1FBv6EifiBnqELXW2XLqxGZWAzr3LaJwVd
173;173;7222372395294160;7;0;False;91510;bc1q7l8tr363c0r6m8978rmc32zvuv6u54ytfdcm2v
174;174;7222372395294160;8;0;False;91443;bc1qnuqwjxsvjcgksujjp9jdugrrnuu5u4pysaju6r
175;175;7222372395294160;9;0;False;90972;bc1qjma6xxsdm5pcejmjkp0fr59chcyz2xpv9e22l5
176;176;7222372395294160;10;0;False;90748;bc1qudnxk0qdhpt5magauf2mk578hfx899h0jz5stq
177;177;7222372395294160;11;0;False;90630;1PDf9r32wQg5S6Kggh1VfHjHqLHZyojucF
178;178;7222372395294160;12;0;False;90628;16ciLf1Ccw1vXh9gmSrRm6bDjZNbYEAxi6
179;179;7222372395294160;13;0;False;90552;bc1qldd05telralwe4wvdk9u4wrveu72969tnmll96
180;180;7222372395294160;14;0;False;90405;1FG3JSChte2nhfBdmowfKaVzfeBvRynXMd
181;181;7222372395294160;15;0;False;90309;37deidMaSRoZHt8omzh4BKZXjUXUr7hqQK
182;182;7222372395294160;16;0;False;90301;37BkWhwBUnuW5YDVbbJ76bAg89FLQQjyYS
183;183;7222372395294160;17;0;False;90170;bc1qe452cdv4x56tvxyf5dhjvhhf9yx0js5klj7r49
184;184;7222372395294160;18;0;False;90118;bc1qqzfypuefvzs36uc90g547h893clxjnp477tzs8
185;185;7222372395294160;19;0;True;88935;bc1qutp337nrh0z256amz7lng2vvnyqlqhhp7nathn
186;186;7222372395294160;20;0;False;76922;19YzcUfomZKk1FvtBboZ6fpDi1TpiHP9QS
187;187;7222372395294160;21;0;False;76254;3DkBmeN7C28t2Fss8ScNCVn3Y1sMJRNDqC
188;188;7222372395294160;22;0;False;70540;1Ezf39r4DEUMPihiwUo8FcBkBnKYwgydpS
189;189;7222372395294160;23;0;False;70125;bc1qwaxn5mrx9eq9x0xw43esgp90acng44l4dax6tm
190;190;7222372395294160;24;0;False;66212;bc1q0jrdr4vwyc399z7v2vr3pzszuu9kmmq978rq8z
191;191;7222372395294160;25;0;False;65411;bc1q0w5e2m4r0lwwh69nhtnszxl0euy7w2eje9edzc
192;192;7222372395294160;26;0;False;54215;3MNBRsKWCzUcFUe7Qp34FMVXqf3jmY3wwa
193;193;7222372395294160;27;0;False;53704;3Ghdt2qPTJiyRwy1UBf9T6Mih9sWRLdvem
194;194;7222372395294160;28;0;False;48282;1MtUVtg5gd9o4u5v5ZEMNRGdkXmTWVJxpG
195;195;7222372395294160;29;0;False;44721;12jTjXyBJsmhD97CV5WgteshcDuSwhHio9
196;196;7222372395294160;30;0;False;44585;3Hj7SyKNpcLBqq92qSzw1dtZWfnaq1pFqK
197;197;7222372395294160;31;0;False;41366;bc1qerylmm7pkw3r5j6fn6x6kdk5kwyzdrkneak3l2
198;198;7222372395294160;32;0;False;39743;bc1q80gq7v2zeq7ezpgjpzv55s9h4r9jqyc79gjz5s
199;199;7222372395294160;33;0;False;39079;bc1qdd27r090h78avmvcpda59a929nv4e758f0zsps
200;200;7222372395294160;34;0;False;36074;bc1qhkpcrrk586zayvcvxvv33aylesxhddqw670648f9cs3ywl24zdrspjx3v6
201;201;7222372395294160;35;0;False;28590;bc1qn5l2l073gfz9samkjyhg2kewyzgjyeh647g8xj
202;202;7222372395294160;36;0;False;28573;bc1pjz78l6ngkwv7xpe7t3rkkgjd54nmchd3cyvexn0trnu0djcx6y6snza2se
203;203;7222372395294160;37;0;False;28023;bc1q03pdu3nhez7e6aarcm4q6szhe64dayne06a0eg
204;204;7222372395294160;38;0;False;26331;13wrZZVKrLFFvNxCaPjWnE6nGsU4AE1UDM
205;205;7222372395294160;39;0;False;26104;bc1qpkmeelp6uuemlkf5l6eqx4sswnxa3ceqejd3k9
206;206;7222372395294160;40;0;False;25328;bc1qtqzgfeyzfkkfxespl0mjvj458v0trgzgz8fa58
207;207;7222372395294160;41;0;False;25002;17ysDfL4WPiVikr7unxmbL8r4foeE99Nyx
208;208;7222372395294160;42;0;False;23659;15uV84KFFgFPQth3r5mruGft7mnGfQ8wmK
209;209;7222372395294160;43;0;False;21766;15GjLyZARv3hBbt7iF5WX1GT9QwZwJa14r
210;210;7222372395294160;44;0;False;20968;1Gk6U5VCBqvjXixYRFdG6Z5Wt1RpZZejL7
211;211;7222372395294160;45;0;False;20561;bc1qpdq700dv535e0538syvz2rrvaugrgzsge2ggje
212;212;7222372395294160;46;0;False;20339;19fCv28sS8r9by15Q38AaWVrhvBLp1hgYi
213;213;7222372395294160;47;0;False;19482;bc1q6h7w4wsel9ae30hxpncualq7a4exn4du22rvgv
214;214;7222372395294160;48;0;False;18925;1KjxmM2hXbL11RZjfYCeAe79WBV5hHvwUY
215;215;7222372395294160;49;0;False;17423;1BDQkJ3v42nVQYLhWirDfJ1hZy5fyWqxjc
216;216;7222372395294160;50;0;False;17027;17zZmC4i3XuMVxZdGXFkSSwmWvh62AFHDg
217;217;6948631071700379;0;0;False;659438;bc1q07wquhtthqwemndlcyzws2pjvgtxdhhnlqple7
218;218;6948631071700379;1;0;False;658752;bc1qyr0zqqskrvu65qdx3huf782evc5n74t0jrm9jg
219;219;6948631071700379;2;0;False;658051;bc1qya3qwweg6jkjvvd3ukc2ugt7n6p3qet03lctystrme7f5eaa6r0skw6fdk
220;220;6948631071700379;3;0;False;657642;bc1q80npz9ndxmclz0kr0m85a5nlm583ldk8lw34h4
221;221;6948631071700379;4;0;False;656268;3NiZr7kHEtDxb7NxFga88oWLr8fR3wq2UT
222;222;6948631071700379;5;0;False;656177;321NrQvgBJbKz61eN9XDxM54CkHgGNotXw
223;223;6948631071700379;6;0;False;655864;18AZQXDAubdaGHQrpUFsMZuxkCsCx1zJbs
224;224;6948631071700379;7;0;False;655812;3CFCW2f1ddUmj8djjvjPXRwptuZ6BWnbGN
225;225;6948631071700379;8;0;False;653446;1QHCwiUhhDPNMhMfJW6LRSxMd9rcE7Z6jX
226;226;6948631071700379;9;0;False;653433;bc1qpr7lf27x6mwdl9waedk3uey0e0e90nskuxdava
227;227;6948631071700379;10;0;False;652723;3HNb8Vp1uoiGoTMJJHStZBazh5kCAnWeXb
228;228;6948631071700379;11;0;False;651333;bc1qjpf9dxz2u45t86ssa6c9kz0886xadfkrg473u0
229;229;6948631071700379;12;0;False;649035;bc1qrj4jdur5nl9h2m0ctdcer7euacgm6cn6t5uj8z
230;230;6948631071700379;13;0;False;646695;19CcmFR1ZZeBL5Gc53NVdM1rRS3NdvSEtr
231;231;6948631071700379;14;0;False;643045;1NJAcy9iuKQi7YphtoRNfEZttRBzNa6itJ
232;232;6948631071700379;15;0;False;640923;bc1q3my38em3gjkj8y8tetawapt8hezagczcjz6a7l
233;233;6948631071700379;16;0;False;636495;bc1qhlpd40792wlkll8th7jnds5anxxvtypzs3unlz
234;234;6948631071700379;17;0;False;634056;bc1qyxxtg8xj9g5z5k8nehq9eftjl7uvs2phr8ak4l
235;235;6948631071700379;18;0;False;631546;3HiHTRU2WbHUQJtc96gasGUfxVQTwesPJi
236;236;6948631071700379;19;0;False;629871;3EgKRs1woTkFJwRfwuj8PEJXdJWEQrgmji
237;237;6948631071700379;20;0;False;629424;bc1qjw8f88kqn8e4c5vrvyn07y900xrstcnsemanyg
238;238;6948631071700379;21;0;False;626532;bc1qdvn7nndgvhmq2dhhytwpw5623wycjk023k2mau
239;239;6948631071700379;22;0;False;626228;bc1qs6py58n8nwgd03al224uyavh59gd3qva3un550
240;240;6948631071700379;23;0;False;625282;bc1qs7jnfw5vcqy22pw9s6fjmpz5gl2tt8tfcwkf44
241;241;6948631071700379;24;0;False;625214;3FY9ZjyFbSQxCMd7KcapSQZCUmQzFJr3b6
242;242;6948631071700379;25;0;False;624300;3PGPbVo2SToaDCSKBZmgxTZ2Dyq76HFH8S
243;243;6948631071700379;26;0;False;619646;bc1qwyt58lfqqwh6vaqsfaflej563lepehnyv3yzdp
244;244;6948631071700379;27;0;False;618240;bc1q3xeum83rnrx82rcxdmsdk7ghe5jxrd0alpmjsa
245;245;6948631071700379;28;0;False;617936;bc1qvzclyydkhsnznklj2vntsrtqr33hkyxwwn2pl4
246;246;6948631071700379;29;0;False;617773;3ALekPNCZAcrYrzU1iVtzGNviqvhSDdtBu
247;247;6948631071700379;30;0;False;615453;1G9dwhADdYirGoLq2QZRLqCWxMYB1NFpLA
248;248;6948631071700379;31;0;False;612208;3PMwrXQrc1VdF4yrCtJRmsXkwbrrocXxmz
249;249;6948631071700379;32;0;False;2045079978;bc1qamksg2pl20szzzdq2fv3ssvnmqm9zkesk4lt5f
250;250;6948631071700379;33;0;False;611514;13Z4MbhhVAtoLj47utuxVeUQd3RfmxM4xb
251;251;6948631071700379;34;0;False;608614;bc1qx6evppp04vphs0hwecstenzwmxspge6k3cpvl0
252;252;6948631071700379;35;0;False;608013;bc1q0le6a8z6fwm4k09kgqzhzmclrrul48xm4x7gvs
